2.275,0.0,-4.925
2.25,0.0,-4.9
2.25,1.5,-4.9
2.275,1.5,-4.925
5.735534,0.0,-1.464466
5.735534,1.5,-1.464466
5.594113,0.0,-1.323045
5.594113,1.5,-1.323045
2.058579,0.0,-4.858579
2.058579,1.5,-4.858579
2.175,0.0,-4.975
2.175,1.5,-4.975
-1.858579,0.0,-4.858579
-1.975,0.0,-4.975
-1.975,1.5,-4.975
-1.858579,1.5,-4.858579
-5.394113,0.0,-1.323045
-5.394113,1.5,-1.323045
-5.535534,0.0,-1.464466
-5.535534,1.5,-1.464466
-2.075,0.0,-4.925
-2.075,1.5,-4.925
-2.05,0.0,-4.9
-2.05,1.5,-4.9
-3.0,0.0,-5.0
-3.042678,0.0,-4.982322
-3.042678,1.5,-4.982322
-3.0,1.5,-5.0
-2.923463,0.0,-4.815224
-2.923463,1.5,-4.815224
-7.542861,0.0,-2.901807
-7.542861,1.5,-2.901807
-7.619398,0.0,-3.086583
-7.619398,1.5,-3.086583
-3.159099,0.0,-4.934099
-3.159099,1.5,-4.934099
-3.125,0.0,-4.9
-3.125,1.5,-4.9
1.221967,0.0,-4.946967
1.175,0.0,-4.9
1.175,1.5,-4.9
1.221967,1.5,-4.946967
3.113417,0.0,-0.380602
3.113417,1.5,-0.380602
2.928641,0.0,-0.304066
2.928641,1.5,-0.304066
1.015224,0.0,-4.923463
1.015224,1.5,-4.923463
1.111612,0.0,-4.963388
1.111612,1.5,-4.963388
3.359099,0.0,-4.934099
3.325,0.0,-4.9
3.325,1.5,-4.9
3.359099,1.5,-4.934099
7.819398,0.0,-3.086583
7.819398,1.5,-3.086583
7.742861,0.0,-2.901807
7.742861,1.5,-2.901807
3.123463,0.0,-4.815224
3.123463,1.5,-4.815224
3.2,0.0,-5.0
3.2,1.5,-5.0
3.242678,0.0,-4.982322
3.242678,1.5,-4.982322
-0.815224,0.0,-4.923463
-0.911612,0.0,-4.963388
-0.911612,1.5,-4.963388
-0.815224,1.5,-4.923463
-2.728641,0.0,-0.304066
-2.728641,1.5,-0.304066
-2.913417,0.0,-0.380602
-2.913417,1.5,-0.380602
-1.021967,0.0,-4.946967
-1.021967,1.5,-4.946967
-0.975,0.0,-4.9
-0.975,1.5,-4.9
-4.1,0.0,-5.0
-4.2,0.0,-4.9
-4.2,1.5,-4.9
-4.1,1.5,-5.0
-4.0,0.0,-5.0
-4.0,1.5,-5.0
-4.0,0.0,-4.8
-4.0,1.5,-4.8
-9.0,0.0,-4.8
-9.0,1.5,-4.8
-9.0,0.0,-5.0
-9.0,1.5,-5.0
-4.3,0.0,-5.0
-4.3,1.5,-5.0
0.2,0.0,-5.0
0.1,0.0,-4.9
0.1,1.5,-4.9
0.2,1.5,-5.0
0.2,0.0,0.0
0.2,1.5,0.0
0.0,0.0,0.0
0.0,1.5,0.0
0.0,0.0,-5.0
0.0,1.5,-5.0
9.2,0.0,-5.0
4.5,0.0,-5.0
4.5,1.5,-5.0
9.2,1.5,-5.0
9.2,0.0,-4.8
9.2,1.5,-4.8
4.2,0.0,-4.8
4.2,1.5,-4.8
4.2,0.0,-5.0
4.2,1.5,-5.0
4.3,0.0,-5.0
4.3,1.5,-5.0
4.4,0.0,-4.9
4.4,1.5,-4.9
