-0.35,0.606218,4.0
-0.4375,0.454663,4.0
-0.525,0.303109,4.0
-0.7,0.0,4.0
-0.6125,-0.151554,4.0
-0.525,-0.303109,4.0
-0.35,-0.606218,4.0
-0.175,-0.606218,4.0
-0.0,-0.606218,4.0
0.35,-0.606218,4.0
0.4375,-0.454663,4.0
0.525,-0.303109,4.0
0.7,0.0,4.0
0.6125,0.151554,4.0
0.525,0.303109,4.0
0.35,0.606218,4.0
0.175,0.606218,4.0
0.0,0.606218,4.0
-0.866025,0.5,3.3
-0.866025,0.375,3.3
-0.866025,0.25,3.3
-0.866025,0.0,3.3
-0.866025,-0.25,3.3
-0.866025,-0.5,3.3
-0.824519,-0.375,3.475
-0.783013,-0.25,3.65
-0.741506,-0.125,3.825
-0.479006,0.579663,3.825
-0.608013,0.553109,3.65
-0.737019,0.526554,3.475
-0.834335,-0.199806,3.3875
-0.823397,0.037889,3.3875
-0.81246,0.275583,3.3875
-0.806991,0.39443,3.3875
-0.770953,-0.099417,3.5625
-0.738141,0.113666,3.5625
-0.705328,0.326749,3.5625
-0.688922,0.43329,3.5625
-0.747957,0.41386,3.475
-0.758894,0.301166,3.475
-0.780769,0.075777,3.475
-0.802644,-0.149611,3.475
-0.707572,0.000972,3.7375
-0.652885,0.189443,3.7375
-0.598197,0.377915,3.7375
-0.570853,0.47215,3.7375
-0.629888,0.45272,3.65
-0.651763,0.352332,3.65
-0.695513,0.151554,3.65
-0.739263,-0.049223,3.65
-0.644191,0.10136,3.9125
-0.567628,0.26522,3.9125
-0.491066,0.42908,3.9125
-0.452784,0.51101,3.9125
-0.511819,0.49158,3.825
-0.544631,0.403498,3.825
-0.610256,0.227332,3.825
-0.675881,0.051166,3.825
0.0,1.0,3.3
-0.108253,0.9375,3.3
-0.216506,0.875,3.3
-0.433013,0.75,3.3
-0.649519,0.625,3.3
0.2625,0.704663,3.825
0.175,0.803109,3.65
0.0875,0.901554,3.475
-0.590204,0.622652,3.3875
-0.378886,0.732027,3.3875
-0.167568,0.841402,3.3875
-0.061909,0.89609,3.3875
-0.471574,0.617957,3.5625
-0.270633,0.696082,3.5625
-0.069691,0.774207,3.5625
