-26.556349,14.0,10.585786
-26.522275,14.0,10.844605
-26.422375,14.0,11.085786
-26.263456,14.0,11.292893
-26.239362,14.258819,11.268799
-26.168722,14.5,11.198159
-26.056349,14.707107,11.085786
-25.909903,14.866025,10.93934
-25.739362,14.965926,10.768799
-25.556349,15.0,10.585786
-25.815168,14.965926,10.585786
-26.056349,14.866025,10.585786
-26.263456,14.707107,10.585786
-26.422375,14.5,10.585786
-26.522275,14.258819,10.585786
-26.392865,14.224144,11.085786
-26.489362,14.25,10.844605
-26.306349,14.433013,11.085786
-26.392865,14.482963,10.844605
-26.168722,14.612372,11.085786
-26.239362,14.683013,10.844605
-26.039312,14.836516,10.844605
-22.313708,15.0,13.828427
-23.688669,14.0,13.86768
-23.544791,14.19509,13.984385
-23.379267,14.382683,14.069431
-23.198461,14.55557,14.119551
-23.009318,14.707107,14.132817
-22.81911,14.83147,14.108721
-22.635144,14.92388,14.048188
-22.464491,14.980785,13.953544
-22.386233,14.995185,13.89452
-26.556349,12.970563,10.585786
-26.522275,12.711744,10.585786
-26.422375,12.470563,10.585786
-26.263456,12.263456,10.585786
-26.345024,12.393212,10.797111
-26.372846,12.562314,10.994035
-26.345024,12.759238,11.163137
-26.263456,12.970563,11.292893
-26.422375,12.970563,11.085786
-26.522275,12.970563,10.844605
-26.489362,12.720563,10.844605
-26.392865,12.746419,11.085786
-26.392865,12.4876,10.844605
-11.292893,14.0,26.263456
-11.085786,14.0,26.422375
-10.844605,14.0,26.522275
-10.585786,14.0,26.556349
-10.585786,14.258819,26.522275
-10.585786,14.5,26.422375
-10.585786,14.707107,26.263456
-10.585786,14.866025,26.056349
-10.585786,14.965926,25.815168
-10.585786,15.0,25.556349
-10.768799,14.965926,25.739362
-10.93934,14.866025,25.909903
-11.085786,14.707107,26.056349
-11.198159,14.5,26.168722
-11.268799,14.258819,26.239362
-11.143505,14.251362,26.347403
-11.110093,14.491192,26.25193
-11.041158,14.697744,26.109332
-10.941373,14.857024,25.929268
-10.955046,14.262539,26.44782
-10.916609,14.502667,26.355024
-10.855758,14.70874,26.208118
-10.776617,14.866795,26.017055
-10.684547,14.966125,25.794779
-10.75078,14.251362,26.510076
-10.706896,14.491192,26.41894
-10.654808,14.697744,26.269363
-10.598043,14.857024,26.07148
-11.292893,12.970563,26.263456
-11.163137,12.759238,26.345024
-10.994035,12.562314,26.372846
-10.797111,12.393212,26.345024
-10.585786,12.263456,26.263456
-10.585786,12.470563,26.422375
-10.585786,12.711744,26.522275
-10.585786,12.970563,26.556349
-10.844605,12.970563,26.522275
-11.085786,12.970563,26.422375
-10.961385,12.710496,26.445894
-10.741633,12.466545,26.405866
-10.767425,12.709994,26.504564
-26.556349,14.0,-10.585786
-26.522275,14.258819,-10.585786
-26.422375,14.5,-10.585786
-26.263456,14.707107,-10.585786
-26.056349,14.866025,-10.585786
-25.815168,14.965926,-10.585786
-25.556349,15.0,-10.585786
-25.739362,14.965926,-10.768799
-25.909903,14.866025,-10.93934
-26.056349,14.707107,-11.085786
-26.168722,14.5,-11.198159
-26.239362,14.258819,-11.268799
-26.263456,14.0,-11.292893
-26.422375,14.0,-11.085786
-26.522275,14.0,-10.844605
-26.489362,14.25,-10.844605
-26.392865,14.224144,-11.085786
-26.392865,14.482963,-10.844605
-26.306349,14.433013,-11.085786
-26.239362,14.683013,-10.844605
-26.168722,14.612372,-11.085786
-26.039312,14.836516,-10.844605
-26.556349,12.970563,-10.585786
-26.522275,12.970563,-10.844605
-26.422375,12.970563,-11.085786
-26.263456,12.970563,-11.292893
-26.345024,12.759238,-11.163137
-26.372846,12.562314,-10.994035
-26.345024,12.393212,-10.797111
-26.263456,12.263456,-10.585786
-26.422375,12.470563,-10.585786
-26.522275,12.711744,-10.585786
-26.392865,12.746419,-11.085786
-26.489362,12.720563,-10.844605
-26.392865,12.4876,-10.844605
-18.778175,5.485281,18.778175
-18.859743,5.273957,18.648418
-18.887564,5.077033,18.479316
-18.859743,4.907931,18.282393
-18.778175,4.778175,18.071068
-18.648418,4.696606,18.282393
-18.479316,4.668785,18.479316
-18.282393,4.696606,18.648418
-18.071068,4.778175,18.778175
-18.282393,4.907931,18.859743
-18.479316,5.077033,18.887564
-18.648418,5.273957,18.859743
-18.266248,4.75686,18.727808
-18.799489,5.290101,18.727808
-18.840162,5.041244,18.530769
-18.724152,5.108223,18.727808
-18.758104,4.798245,18.307633
-18.699031,4.857318,18.530769
-18.604309,4.95204,18.727808
-18.515105,4.716187,18.530769
-18.448126,4.832197,18.727808
10.585786,14.0,26.556349
10.844605,14.0,26.522275
11.085786,14.0,26.422375
11.292893,14.0,26.263456
11.268799,14.258819,26.239362
11.198159,14.5,26.168722
11.085786,14.707107,26.056349
10.93934,14.866025,25.909903
10.768799,14.965926,25.739362
10.585786,15.0,25.556349
10.585786,14.965926,25.815168
10.585786,14.866025,26.056349
10.585786,14.707107,26.263456
10.585786,14.5,26.422375
10.585786,14.258819,26.522275
10.75078,14.251362,26.510076
